Name,Cost,Author,Link,desc,posts,Introversion/Extraversion,Intuitive/Observant,Thinking/Feeling,Judging/Perceiving
Pretty In Ink 3,40,Gil Zablodovsky,https://www.seditionart.com/gil-zablodovsky/pretty-in-ink-3,"he project is pretty in ink, calling viewers in a number of ways and stages in which I have perfected the project through a thought in which the visitor has the ability to stop and study the digitization process of the ink material, from the stage where the digital printer uses the ink in the most homely way through newspapers and huge signs, , And this is the one that allows for an initial form of color and design choice, in this initial project in obsessive experiments in order to check the printer's ink limit. When you print the same page repeatedly, you discover a new image in which the ink is smeared. In doing so, the cleaning process of the image is embedded in itself because the ink no longer produces the original image, but a new snapshot. Later on, I transferred the images that underwent a long process of printing a digital process of scanning in several layers, creating a digital process in which the scan creates something new. I copied the digital layers and printed them back to the original with ink, The next stage I transferred to the world of animation in which I created the decomposition and assembly of all the materials I used with the process of digital animive turned to video, and while the basis of the video based on the imaginations in general, created a new layer of particles, living on their own and producing a question of what the form of life Next to the same particles, just like in a petri dish in a laboratory, and they produce an animation work","he project is pretty in ink, calling viewers in a number of ways and stages in which I have perfected the project through a thought in which the visitor has the ability to stop and study the digitization process of the ink material, from the stage where the digital printer uses the ink in the most homely way through newspapers and huge signs, , And this is the one that allows for an initial form of color and design choice, in this initial project in obsessive experiments in order to check the printer's ink limit. When you print the same page repeatedly, you discover a new image in which the ink is smeared. In doing so, the cleaning process of the image is embedded in itself because the ink no longer produces the original image, but a new snapshot. Later on, I transferred the images that underwent a long process of printing a digital process of scanning in several layers, creating a digital process in which the scan creates something new. I copied the digital layers and printed them back to the original with ink, The next stage I transferred to the world of animation in which I created the decomposition and assembly of all the materials I used with the process of digital animive turned to video, and while the basis of the video based on the imaginations in general, created a new layer of particles, living on their own and producing a question of what the form of life Next to the same particles, just like in a petri dish in a laboratory, and they produce an animation work",Introverted,Intuitive,Thinking,Perceiving
pride,8,kenT youngstrom,https://www.seditionart.com/kent-youngstrom/pride,so many characters.  so many heads down.  keep them up.  have pride in yourself.  acrylic on board.,so many characters.  so many heads down.  keep them up.  have pride in yourself.  acrylic on board.,Introverted,Intuitive,Feeling,Perceiving
PRIVATE DANCER,8,Stuart Semple,https://www.seditionart.com/85d5b724-3d08-4422-a2ea-0e13f330cd5e/private-dancer,Private Dancer is a video work created by Stuart Semple in 2016.The piece takes it's inspiration from the song 'Private Dancer' by Tina Turner and combines vintage karaoke machine footage with that of an older woman on a roller-coaster. The piece was originally presented as part of Semple's exhibition 'Love me Till My Heart Stops' which tackled ideas of love and aging through the use of conflicting mass-media appropriations. The deliberate low-fi nature of the piece stands to distance the viewer from the resultant work and emphasizes the critical nature of the piece in reference to it's original source material. ,Private Dancer is a video work created by Stuart Semple in 2016.The piece takes it's inspiration from the song 'Private Dancer' by Tina Turner and combines vintage karaoke machine footage with that of an older woman on a roller-coaster. The piece was originally presented as part of Semple's exhibition 'Love me Till My Heart Stops' which tackled ideas of love and aging through the use of conflicting mass-media appropriations. The deliberate low-fi nature of the piece stands to distance the viewer from the resultant work and emphasizes the critical nature of the piece in reference to it's original source material. ,Introverted,Intuitive,Feeling,Perceiving
Process Theism I,8,Ommery De Zutter,https://www.seditionart.com/ommery-de-zutter/process-theism-i,"Made January 2020, DigitalDe Zutter Ommery is a Belgian digital artist who studied engineering-architecture at the University of Ghent. His studies in architecture left him wondering what space might look like in a digital society. He unravels the possiblities provided by digital space and researches the aesthetics and role of the architect in these new developments. His artworks come forth out of commisioned real-estate projects where the client asks him to provide photorealistic images of soon to be buildings. He deems the recreation of real space through digital production as a ridiculous process. Nevertheless he struggles finding himself being an artist and feels guilty of not participating in normal societal structures. When he is working in a coffee bar he questions the value of his art. The realization that he is condensing all this energy society creates; the farmer providing the coffee beans, the construction of the coffee bar, the people working there, the electricty running through his laptop detoriating the materials in his laptop, all that just to create the images he wants to create. Therefore he decided to also fill the needs of society and current economics through these real-estate projects and wants to continue doing so. The end result is a duality between these polished real-estate images and spaces which he then transforms and experiments on to create new works.  Process Theism comes forth out of the project development Alinea Rood.","Made January 2020, DigitalDe Zutter Ommery is a Belgian digital artist who studied engineering-architecture at the University of Ghent. His studies in architecture left him wondering what space might look like in a digital society. He unravels the possiblities provided by digital space and researches the aesthetics and role of the architect in these new developments. His artworks come forth out of commisioned real-estate projects where the client asks him to provide photorealistic images of soon to be buildings. He deems the recreation of real space through digital production as a ridiculous process. Nevertheless he struggles finding himself being an artist and feels guilty of not participating in normal societal structures. When he is working in a coffee bar he questions the value of his art. The realization that he is condensing all this energy society creates; the farmer providing the coffee beans, the construction of the coffee bar, the people working there, the electricty running through his laptop detoriating the materials in his laptop, all that just to create the images he wants to create. Therefore he decided to also fill the needs of society and current economics through these real-estate projects and wants to continue doing so. The end result is a duality between these polished real-estate images and spaces which he then transforms and experiments on to create new works.  Process Theism comes forth out of the project development Alinea Rood.",Introverted,Intuitive,Feeling,Perceiving
Process Theism II,20,Ommery De Zutter,https://www.seditionart.com/ommery-de-zutter/process-theism-ii,"Made February 2020, DigitalDe Zutter Ommery is a Belgian digital artist who studied engineering-architecture at the University of Ghent. His studies in architecture left him wondering what space might look like in a digital society. He unravels the possiblities provided by digital space and researches the aesthetics and role of the architect in these new developments. His artworks come forth out of commisioned real-estate projects where the client asks him to provide photorealistic images of soon to be buildings. He deems the recreation of real space through digital production as a ridiculous process. Nevertheless he struggles finding himself being an artist and feels guilty of not participating in normal societal structures. When he is working in a coffee bar he questions the value of his art. The realization that he is condensing all this energy society creates; the farmer providing the coffee beans, the construction of the coffee bar, the people working there, the electricty running through his laptop detoriating the materials in his laptop, all that just to create the images he wants to create. Therefore he decided to also fill the needs of society and current economics through these real-estate projects and wants to continue doing so. The end result is a duality between these polished real-estate images and spaces which he then transforms and experiments on to create new works.  Process Theism comes forth out of the project development Alinea Rood.","Made February 2020, DigitalDe Zutter Ommery is a Belgian digital artist who studied engineering-architecture at the University of Ghent. His studies in architecture left him wondering what space might look like in a digital society. He unravels the possiblities provided by digital space and researches the aesthetics and role of the architect in these new developments. His artworks come forth out of commisioned real-estate projects where the client asks him to provide photorealistic images of soon to be buildings. He deems the recreation of real space through digital production as a ridiculous process. Nevertheless he struggles finding himself being an artist and feels guilty of not participating in normal societal structures. When he is working in a coffee bar he questions the value of his art. The realization that he is condensing all this energy society creates; the farmer providing the coffee beans, the construction of the coffee bar, the people working there, the electricty running through his laptop detoriating the materials in his laptop, all that just to create the images he wants to create. Therefore he decided to also fill the needs of society and current economics through these real-estate projects and wants to continue doing so. The end result is a duality between these polished real-estate images and spaces which he then transforms and experiments on to create new works.  Process Theism comes forth out of the project development Alinea Rood.",Introverted,Intuitive,Feeling,Perceiving
Process Theism III,40,Ommery De Zutter,https://www.seditionart.com/ommery-de-zutter/process-theism-iii,"Made March 2020, DigitalDe Zutter Ommery is a Belgian digital artist who studied engineering-architecture at the University of Ghent. His studies in architecture left him wondering what space might look like in a digital society. He unravels the possiblities provided by digital space and researches the aesthetics and role of the architect in these new developments. His artworks come forth out of commisioned real-estate projects where the client asks him to provide photorealistic images of soon to be buildings. He deems the recreation of real space through digital production as a ridiculous process. Nevertheless he struggles finding himself being an artist and feels guilty of not participating in normal societal structures. When he is working in a coffee bar he questions the value of his art. The realization that he is condensing all this energy society creates; the farmer providing the coffee beans, the construction of the coffee bar, the people working there, the electricty running through his laptop detoriating the materials in his laptop, all that just to create the images he wants to create. Therefore he decided to also fill the needs of society and current economics through these real-estate projects and wants to continue doing so. The end result is a duality between these polished real-estate images and spaces which he then transforms and experiments on to create new works.  Process Theism comes forth out of the project development Alinea Rood.","Made March 2020, DigitalDe Zutter Ommery is a Belgian digital artist who studied engineering-architecture at the University of Ghent. His studies in architecture left him wondering what space might look like in a digital society. He unravels the possiblities provided by digital space and researches the aesthetics and role of the architect in these new developments. His artworks come forth out of commisioned real-estate projects where the client asks him to provide photorealistic images of soon to be buildings. He deems the recreation of real space through digital production as a ridiculous process. Nevertheless he struggles finding himself being an artist and feels guilty of not participating in normal societal structures. When he is working in a coffee bar he questions the value of his art. The realization that he is condensing all this energy society creates; the farmer providing the coffee beans, the construction of the coffee bar, the people working there, the electricty running through his laptop detoriating the materials in his laptop, all that just to create the images he wants to create. Therefore he decided to also fill the needs of society and current economics through these real-estate projects and wants to continue doing so. The end result is a duality between these polished real-estate images and spaces which he then transforms and experiments on to create new works.  Process Theism comes forth out of the project development Alinea Rood.",Introverted,Intuitive,Feeling,Perceiving
progetto citta nello spazio,8,Antonio zucchiatti,https://www.seditionart.com/antonio-zucchiatti/progetto-citta-nello-spazio,mix on canvass   60x60,mix on canvass   60x60,Introverted,Intuitive,Feeling,Perceiving
"Progress, Co-Existence and Intellectual Freedom",8,James McClure,https://www.seditionart.com/james-mcclure/progress-co-existence-and-intellectual-freedom,"Cotton, metal, plastic, TV screen. Various dimensions, 2013This started with the leaves, which when I took the photograph at the beginning of autumn were these wild, intense colours I'd never seen before - I mean, some of them were blue. Really kicking off at a time of year when the world seems to be going to sleep. The piece then came together when I found a handmade shirt at the bottom of a charity store rag basket. Probably a story there, I thought, because it's not the sort of item even a rich guy would give away. Something must've happened. I like the idea of cycles and change - revolution, in the literal as well as the political sense, so it's not a shock. Rather - change is inevitable, and not something to be afraid of. The use of the screen and the way that my slogan is printed and pinned to the shirt reference Punk and the Situationist International, with the TV (the latest LED LCD) and the printing process (hand-set type, like the original Anarchists would have used) bringing two ends of a mass communication cycle together. I didn't want to take these powerful ideas and make a karaoke version. This needed the force of history and technology. It needed to look both surprising and inevitable. ","Cotton, metal, plastic, TV screen. Various dimensions, 2013This started with the leaves, which when I took the photograph at the beginning of autumn were these wild, intense colours I'd never seen before - I mean, some of them were blue. Really kicking off at a time of year when the world seems to be going to sleep. The piece then came together when I found a handmade shirt at the bottom of a charity store rag basket. Probably a story there, I thought, because it's not the sort of item even a rich guy would give away. Something must've happened. I like the idea of cycles and change - revolution, in the literal as well as the political sense, so it's not a shock. Rather - change is inevitable, and not something to be afraid of. The use of the screen and the way that my slogan is printed and pinned to the shirt reference Punk and the Situationist International, with the TV (the latest LED LCD) and the printing process (hand-set type, like the original Anarchists would have used) bringing two ends of a mass communication cycle together. I didn't want to take these powerful ideas and make a karaoke version. This needed the force of history and technology. It needed to look both surprising and inevitable. ",Introverted,Intuitive,Feeling,Perceiving
Promise Lands,8,Thomas Hamlyn,https://www.seditionart.com/thomas-hamlyn/promise-lands,"Théodore Géricaults 'Le Radeau de la Méduse' re-imagined as a vessel lost in the tides or war,political uncertainly and indeterminate national identity. Promise Lands is one of series of works exploring themes of homelessness, displacement, ideologues, war & technology. Drawings and vector traced *sources were collaged, manipulated and printed as large format photocopies and then torn, cut and re-collaged.*drawings, photographs, internet picture sources, 3D renders, maquettes & objects.","Théodore Géricaults 'Le Radeau de la Méduse' re-imagined as a vessel lost in the tides or war,political uncertainly and indeterminate national identity. Promise Lands is one of series of works exploring themes of homelessness, displacement, ideologues, war & technology. Drawings and vector traced *sources were collaged, manipulated and printed as large format photocopies and then torn, cut and re-collaged.*drawings, photographs, internet picture sources, 3D renders, maquettes & objects.",Introverted,Intuitive,Feeling,Judging
Promise Lands - Redux,8,Thomas Hamlyn,https://www.seditionart.com/thomas-hamlyn/promise-lands-redux,"Théodore Géricaults 'Le Radeau de la Méduse' re-imagined as a vessel lost in the tides or war,political uncertainly and indeterminate national identity. Promise Lands is one of series of works exploring themes of homelessness, displacement, ideologues, war & technology. Drawings and vector traced *sources were collaged, manipulated and printed as large format photocopies and then torn, cut and re-collaged.*drawings, photographs, internet picture sources, 3D renders, maquettes & objects.","Théodore Géricaults 'Le Radeau de la Méduse' re-imagined as a vessel lost in the tides or war,political uncertainly and indeterminate national identity. Promise Lands is one of series of works exploring themes of homelessness, displacement, ideologues, war & technology. Drawings and vector traced *sources were collaged, manipulated and printed as large format photocopies and then torn, cut and re-collaged.*drawings, photographs, internet picture sources, 3D renders, maquettes & objects.",Introverted,Intuitive,Feeling,Judging
Propeller,48,Marcel Schwittlick,https://www.seditionart.com/marcel_schwittlick_1/propeller,An emergent visual constellation of atomic components. ,An emergent visual constellation of atomic components. ,Introverted,Intuitive,Thinking,Perceiving
Protest,40,Darryl Rogers,https://www.seditionart.com/darryl-rogers/protest,"Protest is part of a series of durational figurative works that questions the nature of matter, to understand what really matters.","Protest is part of a series of durational figurative works that questions the nature of matter, to understand what really matters.",Introverted,Intuitive,Feeling,Perceiving
Protista,5,Stefanie Jasper,https://www.seditionart.com/stefanie-jasper/protista,"Art for Airports: This current body of decortative yet thoughtful abstract expressions is designed for public viewing such as hotel suites, medical buildings and offices, theatres, and corporate settings. Similar to the concept of ""Music for Airports"" by Brian Eno, this is ambient art  ""intended to induce calm and a space to think."" To view more work from this new series, please email a request.Starting as a photograph of splashing water captured in its natural state with unique combinations of light, texture, flow, reflection, and whatever is visible just beneath the surface.  The resulting image is then dynamically enhanced with photoshop tools to produce fluid dreamscapes of depth and dimension.Three photographic, layered images of water taken while sailing the Aegean Sea in September, 2014.This image exists as one 12x18 metallic print in artist's collection.","Art for Airports: This current body of decortative yet thoughtful abstract expressions is designed for public viewing such as hotel suites, medical buildings and offices, theatres, and corporate settings. Similar to the concept of ""Music for Airports"" by Brian Eno, this is ambient art  ""intended to induce calm and a space to think."" To view more work from this new series, please email a request.Starting as a photograph of splashing water captured in its natural state with unique combinations of light, texture, flow, reflection, and whatever is visible just beneath the surface.  The resulting image is then dynamically enhanced with photoshop tools to produce fluid dreamscapes of depth and dimension.Three photographic, layered images of water taken while sailing the Aegean Sea in September, 2014.This image exists as one 12x18 metallic print in artist's collection.",Introverted,Intuitive,Thinking,Perceiving
Provoking Eyes,8,Elisa Lavazza,https://www.seditionart.com/elisa_lavazza_1/provoking-eyes,"Beautiful woman with provoking eyes.B&W handmade illustration painted with brush with mixed technique, gouache and ink.","Beautiful woman with provoking eyes.B&W handmade illustration painted with brush with mixed technique, gouache and ink.",Introverted,Intuitive,Feeling,Perceiving
Psy,8,Lisa Fromartz,https://www.seditionart.com/lisa-fromartz/psy,"In the Zeno series, Lisa Fromartz experiments with the expressive properties of light. Referencing Maholy-Nagy's Light Prop Sets, she projects light through her sculptural assemblages of metal, found objects, plexiglass, and translucent vinyls to create compositions of color, form, and shadow. The sets are photographed and further developed digitally. Working with the luminosity of translucent materials and the projections of continuous tones of light and shadow, Fromartz combines painting, sculpture, and light into work that is finally enhanced by the medium of the lit video screen.","In the Zeno series, Lisa Fromartz experiments with the expressive properties of light. Referencing Maholy-Nagy's Light Prop Sets, she projects light through her sculptural assemblages of metal, found objects, plexiglass, and translucent vinyls to create compositions of color, form, and shadow. The sets are photographed and further developed digitally. Working with the luminosity of translucent materials and the projections of continuous tones of light and shadow, Fromartz combines painting, sculpture, and light into work that is finally enhanced by the medium of the lit video screen.",Introverted,Intuitive,Thinking,Judging
PSYCHEDELIC CONFIGURATION,8,DavSea,https://www.seditionart.com/david-james-searle/psychedelic-configuration-1,"PSYCHEDELIC CONFIGURATION is part of my Digital POP Collection. A Limited Edition EXCLUSIVE to Sedition.My Digital POP series relies heavily upon geometry as well as colour. I use a variety of stylised angles, shapes and areas in the works - particularly Fields, Wands, Steles, Grilles, Lines, Nodes, Mists, Planes, Bristle Coins, Spirals, Threads, Globes and Kalabi Yau Manifolds.The arcane nature of geometries and their relationships adds another dimension to the works. I also use non-traditional positioning and focal lengths in the arrangements of my geometries Overlaps, Edge-Offs, Negations, Anti-Alignments, Bluurs, Slides, Rotations, and 3D Attributes among the most frequent...","PSYCHEDELIC CONFIGURATION is part of my Digital POP Collection. A Limited Edition EXCLUSIVE to Sedition.My Digital POP series relies heavily upon geometry as well as colour. I use a variety of stylised angles, shapes and areas in the works - particularly Fields, Wands, Steles, Grilles, Lines, Nodes, Mists, Planes, Bristle Coins, Spirals, Threads, Globes and Kalabi Yau Manifolds.The arcane nature of geometries and their relationships adds another dimension to the works. I also use non-traditional positioning and focal lengths in the arrangements of my geometries Overlaps, Edge-Offs, Negations, Anti-Alignments, Bluurs, Slides, Rotations, and 3D Attributes among the most frequent...",Introverted,Intuitive,Thinking,Perceiving
Psycho: 6 Symptoms,8,Vvzela Kook,https://www.seditionart.com/vvzela_qu/psycho_6_symptoms,Psycho: 6 SymptomsHigh-resolution image (PNG)Video link: https://vimeo.com/72411106,Psycho: 6 SymptomsHigh-resolution image (PNG)Video link: https://vimeo.com/72411106,Introverted,Intuitive,Feeling,Perceiving
Puerto Rico,20,KJ Williams,https://www.seditionart.com/kj-williams/puerto-rico,PR after the hurricaine.18 x 24 Acrylic on stretched canvas.,PR after the hurricaine.18 x 24 Acrylic on stretched canvas.,Introverted,Intuitive,Thinking,Perceiving
Puncture,8,Theo Tagholm,https://www.seditionart.com/theo-tagholm/puncture,The surface of the real has been punctured. All the real shall fall. The projection has slipped. Remember the point of origin. Let's begin again.,The surface of the real has been punctured. All the real shall fall. The projection has slipped. Remember the point of origin. Let's begin again.,Introverted,Intuitive,Thinking,Judging
punk is not dead,24,Drazen Jerkovic,https://www.seditionart.com/drazen_jerkovic/punk_is_not_dead,fractal art,fractal art,Introverted,Sensing,Feeling,Perceiving
Puppet theatre & oil refinery,8,Storm Gordon,https://www.seditionart.com/storm-gordon/puppet-theatre-and-oil-refinery,"Part of a series combining digital art , painting , sculpture , and installation ; created for live performance with music . Scene 5 - A puppet theatre in front of an oil refinery . ","Part of a series combining digital art , painting , sculpture , and installation ; created for live performance with music . Scene 5 - A puppet theatre in front of an oil refinery . ",Introverted,Intuitive,Thinking,Perceiving
"Pure Movement 3, Environment 1.2",17,Ulla Nolden,https://www.seditionart.com/ulla-nolden/pure-movement-3-environment-1-2,"Ulla Nolden’s Pure Movement series articulates her perception of the beauty of movement itself, separate from the entities which produce it. Pure Movement 3 is the result of her fascination with the varied yet balanced movement of insect swarms. She experiences the visual perception of movement as accumulative. Over time, Nolden layers observations of similar movements to form one complete percept. As part of this process, the rules governing the movement are clarified, formalised and translated into computational instructions. Nolden’s computational representation of swarm behaviour draws on the work of Craig W. Reynolds and Daniel Shiffman. Although based on very simple behavioural rules, the resulting group movement becomes very complex.Nolden states: “Every member in a swarm is autonomous, there is no leader. The movement is created by each entity following a set of behavioural rules: align with the movements of your neighbours, move toward the average of your neighbours’ positions, keep at a distance from your neighbours, move towards a specified point in space, wander aimlessly.” And further on her process: “I visualise the abstract algorithm using the aesthetic language I developed in my photographic work. I situate the algorithm in different environments. For this work I place the movement into the digital frame of an image taken from the EVERYDAY project, a daily photographic record of my visual perception.”","Ulla Nolden’s Pure Movement series articulates her perception of the beauty of movement itself, separate from the entities which produce it. Pure Movement 3 is the result of her fascination with the varied yet balanced movement of insect swarms. She experiences the visual perception of movement as accumulative. Over time, Nolden layers observations of similar movements to form one complete percept. As part of this process, the rules governing the movement are clarified, formalised and translated into computational instructions. Nolden’s computational representation of swarm behaviour draws on the work of Craig W. Reynolds and Daniel Shiffman. Although based on very simple behavioural rules, the resulting group movement becomes very complex.Nolden states: “Every member in a swarm is autonomous, there is no leader. The movement is created by each entity following a set of behavioural rules: align with the movements of your neighbours, move toward the average of your neighbours’ positions, keep at a distance from your neighbours, move towards a specified point in space, wander aimlessly.” And further on her process: “I visualise the abstract algorithm using the aesthetic language I developed in my photographic work. I situate the algorithm in different environments. For this work I place the movement into the digital frame of an image taken from the EVERYDAY project, a daily photographic record of my visual perception.”",Introverted,Intuitive,Thinking,Perceiving
pussy,8,yuja,https://www.seditionart.com/yuja/pussy-1,mixed media 2017,mixed media 2017,Introverted,Sensing,Feeling,Perceiving
Putting on the Face,8,Sarah Jarrett,https://www.seditionart.com/sarah_jarrett/putting_on_the_face,"Sarah Jarrett works with photography and digital media, creating beautifully rendered fusions of the two, where media and styles collide. The starting point for each work is always one of Jarrett's photographic images, which she then builds onto digitally with collage and paint apps, using her iphone and ipad - the most frequently one used being Superimpose and Procreate.Jarrett: ""My pictures are inspired by illustration, fashion and storytelling. I am interested in pushing the capabilities of this technology and believe it's a very exciting time for digital art.""","Sarah Jarrett works with photography and digital media, creating beautifully rendered fusions of the two, where media and styles collide. The starting point for each work is always one of Jarrett's photographic images, which she then builds onto digitally with collage and paint apps, using her iphone and ipad - the most frequently one used being Superimpose and Procreate.Jarrett: ""My pictures are inspired by illustration, fashion and storytelling. I am interested in pushing the capabilities of this technology and believe it's a very exciting time for digital art.""",Introverted,Sensing,Thinking,Perceiving
puzzel,20,dr.sawsan amin,https://www.seditionart.com/dr-sawsan-amin/puzzel,Artwork of dr. Sawsan Amin,Artwork of dr. Sawsan Amin,Introverted,Intuitive,Thinking,Perceiving
Q-VA22 FLOWER,8,DavSea,https://www.seditionart.com/david-james-searle/q-va22-flower-1,"Q-VA22 FLOWER is part of my Digital POP Collection. A Limited Edition EXCLUSIVE to Sedition.My Digital POP series relies heavily upon geometry as well as colour. I use a variety of stylised angles, shapes and areas in the works - particularly Fields, Wands, Steles, Grilles, Lines, Nodes, Mists, Planes, Bristle Coins, Spirals, Threads, Globes and Kalabi Yau Manifolds.The arcane nature of geometries and their relationships adds another dimension to the works. I also use non-traditional positioning and focal lengths in the arrangements of my geometries Overlaps, Edge-Offs, Negations, Anti-Alignments, Bluurs, Slides, Rotations, and 3D Attributes among the most frequent.","Q-VA22 FLOWER is part of my Digital POP Collection. A Limited Edition EXCLUSIVE to Sedition.My Digital POP series relies heavily upon geometry as well as colour. I use a variety of stylised angles, shapes and areas in the works - particularly Fields, Wands, Steles, Grilles, Lines, Nodes, Mists, Planes, Bristle Coins, Spirals, Threads, Globes and Kalabi Yau Manifolds.The arcane nature of geometries and their relationships adds another dimension to the works. I also use non-traditional positioning and focal lengths in the arrangements of my geometries Overlaps, Edge-Offs, Negations, Anti-Alignments, Bluurs, Slides, Rotations, and 3D Attributes among the most frequent.",Introverted,Intuitive,Thinking,Perceiving
Quadrants: Blue Form 1,8,Inglis Thorburn,https://www.seditionart.com/inglis-thorburn/quadrants-blue-form-1,"This is a digital abstract piece I've created from using a detail of one of my acrylic paintings on board.I've mirrored the section four times to create a composition that draws the viewer's eye ever inwards to explore the energies and tensions between the flattened screen-print like colours and forms, resulting in a strong compelling image. The completed composition is simultaneously contemporary and traditional reflecting the creative processes used in it's creation.  ","This is a digital abstract piece I've created from using a detail of one of my acrylic paintings on board.I've mirrored the section four times to create a composition that draws the viewer's eye ever inwards to explore the energies and tensions between the flattened screen-print like colours and forms, resulting in a strong compelling image. The completed composition is simultaneously contemporary and traditional reflecting the creative processes used in it's creation.  ",Introverted,Intuitive,Feeling,Perceiving
Quantic Porn,12,Graphset,https://www.seditionart.com/graphset/quantic-porn,"Quantic Porn is a piece realized using an online pornographic video. The original 15min sequence is divided in 200 segments. Each of these segments is a few seconds-long loop picked in chosen moments of the original video. The final sequence results in a same space comprising 200 simultaneous, « overlapping » instants. ","Quantic Porn is a piece realized using an online pornographic video. The original 15min sequence is divided in 200 segments. Each of these segments is a few seconds-long loop picked in chosen moments of the original video. The final sequence results in a same space comprising 200 simultaneous, « overlapping » instants. ",Introverted,Intuitive,Thinking,Perceiving
Quantum Fun,8,Nacho Frades,https://www.seditionart.com/nacho-frades-1/quantum-fun,"Quantum Fun is a computer graphics image made in 2019. UHD format.Quantum Fun Is about quantum physics and the power of particles to travel to the future and also to the past.Here, there is a magician, a wire bird in a very shabby stand, that predicts the future with the aid of a quantum computer, and it doesn't fails!, it really says the future,but there is nobody there, it's is in the wrong coordinates of the world. Far far away from anybody. Perhaps this night somebody goes there.","Quantum Fun is a computer graphics image made in 2019. UHD format.Quantum Fun Is about quantum physics and the power of particles to travel to the future and also to the past.Here, there is a magician, a wire bird in a very shabby stand, that predicts the future with the aid of a quantum computer, and it doesn't fails!, it really says the future,but there is nobody there, it's is in the wrong coordinates of the world. Far far away from anybody. Perhaps this night somebody goes there.",Introverted,Intuitive,Thinking,Perceiving
Quantum Pee-ory,8,Riccardo MAtlakas,https://www.seditionart.com/riccardo-matlakas/quantum-pee-ory,"102x180cmoil and acrylic on canvasQuantum Pee-ory is a painting about the genius, who is so much in her/his own head that forgets about the rest of the world, even physiology can sometimes result uncomfortable for the genius who is in the flow with discovering a new formula to change the world.","102x180cmoil and acrylic on canvasQuantum Pee-ory is a painting about the genius, who is so much in her/his own head that forgets about the rest of the world, even physiology can sometimes result uncomfortable for the genius who is in the flow with discovering a new formula to change the world.",Introverted,Intuitive,Feeling,Perceiving
"Quantum View, Woman Wearing a Party Dress, Lipstick & Sunglasses Signed",Not for sale,J-Dade,https://www.seditionart.com/j-dade/quantum-view-woman-wearing-a-party-dress-lipstick-and-sunglasses-signed,PLEASE REMOVE THIS IMAGE FROM SEDITION. THANK YOU.,PLEASE REMOVE THIS IMAGE FROM SEDITION. THANK YOU.,Introverted,Intuitive,Feeling,Perceiving
Qvo Vadis,26,Constantin Xenakis,https://www.seditionart.com/constantin_xenakis/qvo-vadis,"Man creates ever more needs, but is sometimes overtaken by them. That is the situation I want to “freeze” in my painting, but with the addition of a few “exit windows” with a metaphysical dimension.My interest in philosophy and science leads me to pose the question: “where is our civilisation going?”","Man creates ever more needs, but is sometimes overtaken by them. That is the situation I want to “freeze” in my painting, but with the addition of a few “exit windows” with a metaphysical dimension.My interest in philosophy and science leads me to pose the question: “where is our civilisation going?”",Introverted,Intuitive,Feeling,Judging
Rachelle 2013,8,Aurelio Antonio González Quesada,https://www.seditionart.com/aurelio_antonio_gonzalez_quesada/rachelle-2013,Mixed Technique,Mixed Technique,Introverted,Sensing,Feeling,Perceiving
Rain,8,Ting-an Lin,https://www.seditionart.com/ting-an_lin/rain,Oil on canvas.60*75cm,Oil on canvas.60*75cm,Introverted,Intuitive,Thinking,Perceiving
rainbow palette,40,michael hawk,https://www.seditionart.com/michael-hawk/rainbow-palette,"visual metaphor about the iconic analog artist's tool as the ultimate synonymfor his/her endeavour to render an entire world view out of a discreet collection of color - here, in modern times, made of color-coded digital loops.Format: HD 1080p; TRT 03:28, color;  stereo soundscape by the artist","visual metaphor about the iconic analog artist's tool as the ultimate synonymfor his/her endeavour to render an entire world view out of a discreet collection of color - here, in modern times, made of color-coded digital loops.Format: HD 1080p; TRT 03:28, color;  stereo soundscape by the artist",Introverted,Intuitive,Feeling,Perceiving
